,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
26640,0.348,0.646,-9.157,0.0511,0.154,0.000439,0.069,0.897,173.701,6THnsVQOKKiUly6Xr4udeS,211027,Honey Cone,Innocent 'Til Proven Guilty
26641,0.408,0.518,-10.842,0.0743,0.534,0.0,0.134,0.805,186.947,5NelxeQ8Yd4ytdhdGog8c5,179333,Freddie Scott,(You) Got What I Need
26642,0.559,0.656,-8.699,0.0469,0.257,0.000171,0.2,0.679,79.638,14rTFBs1cCkOBp5JPUrJhw,225347,"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version
26643,0.271,0.355,-14.633,0.0342,0.716,4.94e-05,0.0919,0.225,139.481,3M9GwnAh39jVKrcDx8iGNf,316507,Roberta Flack,Gone Away
26644,0.59,0.438,-12.594,0.0508,0.292,0.00216,0.103,0.727,83.506,397fxHew7NyjryGWGr1Imy,250867,Minnie Riperton,"Baby, This Love I Have"
26648,0.574,0.303,-14.858,0.0285,0.671,0.00854,0.232,0.545,85.718,2tzTVxgsdFyPJLKjdoyVst,157613,The Charmels,As Long as I've Got You
26657,0.65,0.417,-11.979,0.0534,0.84,0.000492,0.149,0.783,77.112,1juf8BTOqhsuO2SJVyViF0,188867,David Ruffin,Common Man
26658,0.703,0.449,-7.109,0.033,0.25,0.0,0.205,0.58,85.514,4WJqzLYQdk7nU7YlwvSgi4,174480,George Jackson,"Aretha, Sing One for Me"
26659,0.744,0.403,-11.758,0.0321,0.73,0.703,0.126,0.749,78.22,45YZp4JRXN3A9hDydh2PHb,185680,Joe Tex,I'll Never Do You Wrong
26660,0.6,0.466,-8.63,0.0474,0.565,9.11e-06,0.107,0.63,148.49,3zPXbMWCbTwAuYxDMKjKNQ,208320,Syl Johnson,I Hate I Walked Away
26661,0.373,0.301,-11.843,0.0314,0.769,0.0,0.0816,0.436,65.488,6e6Kxot9nHyZ4I8GgmGKII,158680,Sam Cooke,Nothing Can Change This Love
26662,0.384,0.206,-11.961,0.0319,0.826,0.0,0.553,0.667,170.172,0dSRoWYf0GOzX9L44g53sZ,153600,Aretha Franklin,One Step Ahead
26666,0.504,0.148,-18.457,0.0285,0.951,0.00578,0.105,0.45,91.118,1bDjWyTOXs0sxQMC1mchSM,226240,Bettye Swann,Then You Can Tell Me Goodbye
26667,0.753,0.216,-21.994,0.0628,0.294,0.294,0.045,0.699,83.459,2x9TboCi9Ssoge8PR9mLmj,178493,Christine Perfect,And That's Saying A Lot
26668,0.592,0.355,-14.051,0.0352,0.478,0.0,0.0585,0.499,133.032,3NfxSdJnVdon1axzloJgba,216773,Aretha Franklin,I Say a Little Prayer
26672,0.52,0.571,-10.326,0.036,0.168,5.14e-06,0.17,0.701,161.051,5le4sn0iMcnKU56bdmNzso,239667,Roy Ayers Ubiquity,Everybody Loves The Sunshine
26676,0.543,0.524,-7.852,0.0331,0.309,0.000375,0.609,0.71,99.569,77W4GZJqtHJEJOVGpr1wrb,145267,The Trinikas,Remember Me
26677,0.528,0.233,-15.362,0.0346,0.726,0.000108,0.122,0.208,89.044,2kyVQg00pphEufGT59M2XH,273933,Carpenters,(They Long To Be) Close To You
26678,0.513,0.826,-8.407,0.0574,0.555,3.48e-05,0.366,0.539,94.582,0OwvrdjaJOypNsNQHyBWE5,177227,Marlena Shaw,California Soul
26682,0.596,0.361,-8.846,0.0642,0.727,0.0,0.115,0.506,133.287,03BN4IvMyiT9OEDJv2fH5n,235573,Gregory Porter,No Love Dying
26683,0.694,0.265,-11.319,0.0569,0.894,1.79e-05,0.246,0.422,77.389,3VFr9JYb6ppsl4yxwerUXq,199427,Gregory Porter,Hey Laura
26684,0.801,0.358,-7.703,0.0642,0.254,0.000281,0.0531,0.739,88.977,43fTHnJHVzLAifZXZp8goA,222853,Gregory Porter,Musical Genocide
26685,0.693,0.701,-6.515,0.0468,0.409,0.0179,0.203,0.527,83.753,4H9gTvO9RJKNMroiqRxmUi,121667,The Delfonics,Ready Or Not Here I Come (Can’t Hide From Love)
26686,0.759,0.498,-8.572,0.0454,0.216,2.6e-05,0.0547,0.452,92.47,4uSkp9MFh5VWMvmk6kz91a,345000,"Johnny ""Guitar"" Watson",Superman Lover
26687,0.592,0.397,-13.206,0.0332,0.187,3.83e-05,0.229,0.354,77.146,7Fc4SfRATkyDuJiy0OnUjp,219840,L.T.D.,Love Ballad - Single Version
26688,0.59,0.477,-11.481,0.0434,0.815,1.75e-05,0.117,0.791,80.62,0DzGpRoWQpwVAzy3Gn5EZF,177925,Leroy Hutson,So in Love With You
26692,0.711,0.624,-9.457,0.0446,0.522,7.39e-06,0.0848,0.927,90.024,4ZquhgZ58o26fg9jC4npy2,211427,Gil Scott-Heron,I Think I'll Call It Morning
26693,0.742,0.0899,-19.187,0.158,0.0906,0.0,0.113,0.351,137.473,2CeqxyOZEyiL6pTDYZ9gPH,201333,Peggy Lee,Fever
26694,0.476,0.604,-10.85,0.117,0.11,4.15e-05,0.134,0.583,87.304,20VuO95A8RxUPlShnfYArW,395373,Labi Siffre,I Got The... - 2006 Remaster
26698,0.339,0.39,-10.002,0.0355,0.675,0.000616,0.271,0.353,177.675,21fwl40hc9je4kf2zEYTrP,156373,Nina Simone,I Put A Spell On You
26699,0.819,0.605,-13.83,0.132,0.669,0.0163,0.199,0.797,108.892,2GVEs1sn5Q1jB1976vQoAX,185533,Sly & The Family Stone,Family Affair - Single Version
26703,0.445,0.473,-9.042,0.0267,0.818,0.000677,0.464,0.446,75.468,0zZQ9lSF4d4lT9FRS85Yw3,172947,The Stylistics,"Stop, Look, Listen (To Your Heart)"
26704,0.458,0.424,-10.803,0.0368,0.447,0.00552,0.229,0.546,144.749,6G0rZ2W59tmR0Ei1EM31nS,236160,Carmen McRae,Can't Hide Love
26705,0.569,0.893,-12.956,0.0582,0.0346,0.294,0.0652,0.93,138.344,4lnDIEgUMmbhpDk1y5JRe6,533400,Curtis Mayfield,Move On Up
26706,0.781,0.652,-13.34,0.114,0.126,4.59e-05,0.0671,0.945,165.601,2vD7XFyxYzMO62s4QWg6yN,169893,Jean Knight,Do Me
26710,0.37,0.418,-11.305,0.0266,0.303,0.0,0.0832,0.926,177.576,2vhW1OmaZDYi63Da9d8R5o,207986,Al Wilson,Show and Tell
26711,0.728,0.571,-8.604,0.039,0.45,2.57e-06,0.0712,0.9,104.582,7324pZTc3ZcYNKBSGHKxOT,250760,Teddy Pendergrass,Heaven Only Knows
26712,0.536,0.842,-6.442,0.0586,0.215,0.000879,0.0639,0.917,97.565,3Rzo1yl8uY3iqromycMTED,290960,Leroy Hutson,Lucky Fellow
26713,0.432,0.299,-13.241,0.0293,0.0695,3.19e-06,0.107,0.201,90.465,5Rb6tpkWiNQQoCfxaFVB9c,182028,Leroy Hutson,Cool Out
26714,0.611,0.486,-12.271,0.133,0.526,0.0664,0.0808,0.873,178.718,7H6lTSdK33pBFUwNbXCxX3,328500,Sylvia Striplin,You Can't Turn Me Away
26715,0.585,0.476,-13.097,0.0721,0.307,0.000123,0.16,0.459,78.898,5Jgj5Yo5deJ2RPlixBm88u,254280,Don Blackman,"Holding You, Loving You"
26716,0.508,0.755,-7.906,0.0998,0.589,0.0,0.64,0.813,84.132,1R6D7X8mDFoFJN7pQYu4Dn,206853,Minnie Riperton,Reasons
26717,0.614,0.525,-8.615,0.0411,0.0625,0.000774,0.0766,0.826,87.462,0YLN2oIPG6MPKAy5ysiePj,482013,Lowrell,Mellow Mellow (Right On)
26718,0.46,0.754,-7.798,0.0981,0.308,0.0,0.0664,0.676,95.039,2r6w0eBCBKekxDm6U0hwu1,162760,Honey Cone,Sunday Morning People
26719,0.802,0.488,-9.304,0.0813,0.572,0.0598,0.0763,0.624,95.77,4C426PqeHP8XqHU5mQIAKS,237106,"Grover Washington, Jr.",Just the Two of Us
26720,0.624,0.158,-13.059,0.0289,0.953,0.00135,0.112,0.303,85.492,0LXljhKMUgoLv8tLwZ1hmf,229067,Carole King,(You Make Me Feel Like) A Natural Woman
26721,0.525,0.362,-10.198,0.0313,0.494,0.00124,0.331,0.492,89.312,2VDeB3jshx7g2ZRZlyoQ0A,144483,Jerry Butler,Make It Easy on Yourself
26722,0.283,0.716,-9.632,0.0986,0.447,0.0,0.399,0.828,201.96,3Um9toULmYFGCpvaIPFw7l,233000,Marvin Gaye,What's Going On
26726,0.355,0.865,-8.105,0.0638,0.177,0.854,0.0972,0.39,108.908,4wJAYGLzX0EiqI24MB3LEz,291867,MFSB,Summertime
26727,0.671,0.269,-13.102,0.368,0.291,0.000138,0.0706,0.506,129.181,66vDBjvjz2YvSF9yJ9JnC5,141987,Barbara Lynn,I’m A Good Woman
26728,0.235,0.159,-19.552,0.0523,0.898,0.0,0.958,0.405,175.144,101Sk27MXsOSgADvoIInpk,175747,Ella Fitzgerald,"Summertime - Live at the Deutschlandhalle, Berlin, 1960"
26729,0.674,0.385,-13.922,0.0372,0.36,0.0,0.106,0.773,106.354,2gOeJCzHn4dL2ivscBOklu,147733,The Emotions,I Like It
26730,0.57,0.389,-14.206,0.0729,0.559,0.00257,0.246,0.56,121.135,7dCLMi5pZleCWsRroWaBYH,194973,The Whatnauts,I'll Erase Away Your Pain
26731,0.63,0.455,-13.667,0.0322,0.792,0.132,0.133,0.645,94.08,5hReWjUHqPqkHi31G7izL4,327707,Marvin Gaye,Inner City Blues (Make Me Wanna Holler)
26735,0.792,0.676,-11.206,0.0657,0.648,0.0975,0.145,0.961,116.116,0lxDL4c5xQQJskltQigwl0,310987,Gil Scott-Heron & Brian Jackson,The Bottle
26736,0.615,0.487,-10.527,0.0353,0.115,0.0143,0.125,0.761,141.791,70k8N1btZFTRakMLfHffu7,278533,Little Milton,Packed Up And Took My Mind
26737,0.767,0.572,-8.616,0.0341,0.52,5.99e-06,0.0792,0.889,106.506,2og0Q5lMcV45p9WgwYYvPc,190720,The Notations,A New Day
26738,0.591,0.492,-8.813,0.0264,0.484,1.62e-06,0.0902,0.71,92.199,3r4JfqQ9mr9MQxxPqOWMx7,133400,Lou Rawls,Love Is A Hurtin' Thing
26739,0.373,0.575,-7.568,0.0297,0.458,0.0,0.284,0.492,92.842,7a0chd4RiLpp5FI159ON8T,264507,Lou Rawls,You've Made Me So Very Happy - Remastered
26740,0.395,0.671,-10.844,0.0459,0.34,0.0114,0.0784,0.865,203.082,1Fg71dcYDegFwGLfjy00ks,305293,Leo's Sunshipp,I'm Back For More
26741,0.607,0.647,-10.587,0.0389,0.0574,0.000159,0.052,0.891,107.925,6ZjVLAUoMQDYgQnlZUqtWM,338160,Womack & Womack,Baby I'm Scared of You
26742,0.804,0.28,-20.458,0.0507,0.00222,0.0203,0.124,0.867,107.04,2TKt71TTe2CZCFsphbIZEs,416627,William DeVaughn,Be Thankful for What You've Got - David Todd Remix
26743,0.589,0.616,-9.475,0.0312,0.11,0.204,0.0721,0.87,96.616,2Lh7YrkANGELhT8pOUlht1,382733,Leo's Sunshipp,Give Me The Sunshine
26744,0.715,0.6,-7.728,0.0264,0.0714,0.00165,0.0876,0.77,86.989,7a5xvCgoD8qFEQmO8Jjvtf,202492,Charles Bradley,The World (Is Going Up in Flames)
26745,0.786,0.418,-11.115,0.0432,0.218,0.000158,0.134,0.94,119.101,62r1CS9zL1FL5Ilb7hLX7n,225373,Al Green,Take Me to the River
26749,0.436,0.543,-13.351,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,5xRP5iyVdGglqlY4Vcjhkx,622000,Nina Simone,Sinnerman
26750,0.416,0.404,-14.133,0.0373,0.479,0.000105,0.056,0.413,100.423,5GYcaVfaFBHe2gzA6Oybgj,285293,Billy Paul,Me and Mrs. Jones
26751,0.503,0.552,-10.073,0.0888,0.444,0.0,0.16,0.481,96.384,6aeSAKcpmdXyxUJK4ojyyR,211427,Harold Melvin & The Blue Notes,Wake up Everybody (feat. Teddy Pendergrass)
26755,0.387,0.164,-14.617,0.085,0.962,0.0,0.0817,0.409,72.029,3ebYtLVuV4HzEZUDcpZB9p,223144,Minnie Riperton,Lovin' You
26756,0.744,0.434,-10.807,0.0845,0.583,0.0151,0.0715,0.939,173.871,1YwoYPfhuZlLDbJUH1cKSi,144360,Screamin' Jay Hawkins,I Put a Spell on You
26757,0.338,0.777,-8.936,0.0946,0.0324,0.00374,0.193,0.514,77.567,3F4WWA3JqsX2VmvqHywxEA,191338,Charles Bradley,Where Do We Go From Here
26758,0.442,0.786,-7.516,0.0924,0.0423,0.0156,0.609,0.806,170.97,0bPjEhI2tutn8t9puhdIih,229907,Loleatta Holloway,I Can't Help Myself
26759,0.579,0.49,-11.539,0.113,0.0446,0.000107,0.0721,0.601,82.509,5kEH10pYm3kmSWG5UBB19y,176973,Jimmy Jones,Yesterday's Mistakes
26760,0.633,0.6,-8.989,0.0471,0.0341,0.0194,0.105,0.818,115.079,0wc3BUvqNXtzkkz5RY0BK7,164093,Erma Franklin,Light My Fire
26761,0.518,0.389,-9.701,0.0253,0.493,0.000722,0.127,0.622,80.301,2OlDaPUuYqdCLQncM0LtBu,155000,Etta James,I'd Rather Go Blind
26762,0.539,0.24,-16.632,0.0426,0.687,5.12e-05,0.133,0.567,80.816,3SQ9Hb9rfpJ02AWfaOPhpy,167373,James Brown,"It's A Man's, Man's, Man's World"
26766,0.372,0.642,-11.955,0.0594,0.0947,0.0,0.117,0.705,198.731,1l1YTy9nJ0trwhsCGcimly,190058,The Spinners,It's A Shame
26767,0.206,0.453,-9.422,0.0303,0.137,0.00024,0.0868,0.323,85.014,7BAuIMjThGrzHSbEjP8Tzy,165187,Nancy Sinatra,"You Only Live Twice - From ""Retrospective: The Music Of Mad Men"" Soundtrack"
26768,0.653,0.304,-15.421,0.0318,0.176,0.0,0.251,0.927,83.784,0pKhawRu6D5RYTaINzrozu,169733,The Emotions,So I Can Love You
26769,0.698,0.457,-8.575,0.0379,0.341,0.00145,0.184,0.443,79.94,6vNYzKRCHP6LcRh0RprXLi,220383,Al Green,What a Wonderful Thing Love Is
26770,0.69,0.474,-8.437,0.0455,0.184,0.000232,0.552,0.705,100.296,6qWLGWzKXccjSQIj94iKsv,175520,Annette Pointdexter,Wayward Dream
26771,0.69,0.474,-8.437,0.0455,0.184,0.000232,0.552,0.705,100.296,6qWLGWzKXccjSQIj94iKsv,175520,Annette Pointdexter & Pieces of Peace,Wayward Dream
26774,0.425,0.525,-9.857,0.0309,0.249,0.0,0.0712,0.827,134.874,7wiYEM3yWZhWsfXBCvx5IS,161480,The Mystiques,Put Out the Fire
26775,0.509,0.726,-8.541,0.055,0.135,0.0,0.0636,0.96,91.623,3LSgGjq8enMTmioZlouR5Q,161800,Elvin Spencer,Lift This Hurt
26776,0.69,0.647,-10.359,0.058,0.377,0.00118,0.0915,0.966,144.944,1kCdhafoP87MLDZG6oM4MO,151027,Jo Ann Garrett,Goin' Man Huntin'
26777,0.583,0.53,-11.528,0.0606,0.58,0.0,0.0881,0.749,113.702,6Z5VZbR5QQP8gqNUiqpOND,171240,Velma Perkins,"Yes, My Goodness Yes"
26778,0.628,0.42,-10.547,0.177,0.395,2.55e-06,0.104,0.337,165.304,2HEgBBls7l0smWTxPx0MtZ,166133,Nancy Sinatra,These Boots Are Made for Walkin'
26779,0.552,0.468,-16.519,0.0526,0.803,0.0859,0.46,0.711,98.639,4DZAn8zJB4Y32cdwQQ5TAq,225672,Renee Geyer,Be There in the Morning - 1976 Version
26780,0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,1k1Bqnv2R0uJXQN4u6LKYt,125093,Bill Withers,Ain't No Sunshine
26784,0.413,0.313,-13.138,0.0519,0.791,1.5e-06,0.0727,0.349,92.515,27hhIs2fp6w06N5zx4Eaa5,194427,The Mamas & The Papas,Dream A Little Dream Of Me
26785,0.688,0.411,-9.343,0.0498,0.308,5.11e-06,0.0686,0.864,80.699,5cDylrPWlV0A3XbX5fRTrd,305160,The Isley Brothers,Footsteps In the Dark - Pt. 1 & 2
26786,0.642,0.396,-16.843,0.0642,0.462,0.000823,0.106,0.797,84.082,6Dk5fHTvH897XrVzCO64Mx,286493,Bobby Caldwell,What You Won't Do for Love
26790,0.524,0.519,-11.903,0.043,0.195,0.0,0.523,0.847,110.121,4kP69y3GKHi9tXckfgp4bK,169800,Stevie Wonder,For Once In My Life
26794,0.849,0.501,-16.76,0.102,0.0917,0.0,0.105,0.882,117.213,6Rj0GknoniiXlHdL10MpJF,306667,Stevie Wonder,All I Do
26795,0.569,0.126,-16.028,0.0537,0.177,3.54e-05,0.478,0.066,103.073,50W9PJjr1Euo9FFoqw90eL,200626,Otis Redding,Try A Little Tenderness
26796,0.468,0.529,-6.564,0.0284,0.803,0.00725,0.257,0.613,111.638,0pVEx8AcTpuK4OYXziesGF,188053,Bobby Womack,California Dreamin'
26800,0.281,0.55,-10.515,0.0488,0.375,5.13e-06,0.0627,0.904,175.508,1tcnmEuoRkqaeZZxdHckNo,160560,Dynamic Tints,Package of Love (Part 1)
26801,0.825,0.397,-10.63,0.0317,0.132,0.0334,0.0972,0.945,85.571,2Ln4fno71kJLPZfy1XZoj1,189147,Bill Withers,Heartbreak Road
26805,0.365,0.677,-8.779,0.0452,0.232,1.08e-06,0.0889,0.412,135.831,1oZoiyzk6ZmevH3owGZZAy,679187,Lou Bond,To the Establishment
26806,0.444,0.0991,-21.513,0.036,0.98,0.0219,0.155,0.253,91.228,6aUFO2ARjDtvHuyiRL099j,252987,Pat Bowie,Feeling Good
26807,0.601,0.523,-8.1,0.0348,0.694,2.97e-05,0.132,0.774,101.568,3Psq178wktjBVJJb6vHB1q,146573,Jon Lucien,Who Will Buy?
26808,0.585,0.531,-11.964,0.0972,0.572,7.82e-06,0.0816,0.813,87.689,7fS36cACT8GmKwzL7n9WTN,310440,Lonnie Liston Smith,Journey Into Love
26809,0.613,0.491,-10.323,0.0275,0.713,0.778,0.153,0.429,105.047,0OvOBCnOegtgz4SZF1zmMq,185280,Ju-Par Universal Orchestra,Time
26810,0.467,0.869,-10.342,0.0559,0.0589,0.0,0.244,0.684,102.376,13toFl1UwJPsRxDiD9jgtn,428222,Stevie Wonder,As
26819,0.42,0.288,-12.597,0.0312,0.817,0.0,0.306,0.699,177.1,1PXMeiIRNZnj4jj77DPwKz,154293,Otis Redding,These Arms of Mine
26820,0.692,0.858,-5.219,0.171,0.576,0.0,0.246,0.783,105.504,1Qp436QcAT1eywvHpbyfUb,238333,Gil Scott-Heron,It's Your World
26821,0.459,0.507,-13.487,0.049,0.413,0.000193,0.103,0.928,173.025,2tDQsXQCvipwjrsJMf4ZDf,265040,The Natural Four,Try Love Again
26822,0.478,0.245,-19.574,0.041,0.734,0.315,0.124,0.806,88.202,2JbinKukF1l7uQXS6RoP9l,291493,Quincy Jones,If I Ever Lose This Heaven
26823,0.82,0.418,-15.148,0.0384,0.913,0.836,0.137,0.705,101.437,4RNSy9MCsdWw5IC2ec3o0F,255333,George Benson,Bluesadelic
26824,0.672,0.71,-10.047,0.0506,0.331,0.315,0.0892,0.962,102.309,2fDPe2A5TpVwffJQhIOmZu,321707,Donald Byrd,You And The Music
26825,0.541,0.798,-6.038,0.1,0.12,0.0,0.223,0.751,85.309,6Y39aneB2u2XX3nVg88DMz,178280,Barbara Mason,Give Me Your Love - Remastered
26826,0.663,0.895,-3.842,0.219,0.38,0.0695,0.0786,0.911,179.854,7HPldeu7J5bmkwrYZ66pHj,378787,Benny Golson,I'm Always Dancin' to the Music (Remastered)
26827,0.666,0.444,-8.016,0.0418,0.655,0.0,0.116,0.729,102.971,35DyBGpDV6In26FNxZpXT9,338467,The Isley Brothers,"For the Love of You, Pts. 1 & 2"
26828,0.719,0.822,-11.295,0.0499,0.139,4.44e-06,0.118,0.924,112.806,4P91jW5QmEkhoLgdMujp82,303467,Stevie Wonder,Do I Do
26832,0.45,0.442,-12.718,0.0353,0.493,0.00564,0.134,0.812,208.282,12q3V8ShACq2PSWINMc2rC,233173,Carole King,It's Too Late
26833,0.467,0.655,-8.103,0.0402,0.206,0.00312,0.0603,0.502,107.721,7bHwPFipS9cNQZuiyAxwmm,404272,Seawind,Free
26834,0.645,0.353,-16.28,0.0351,0.281,0.795,0.0586,0.853,90.518,6264yM42KjygMd1p3PRWWU,403200,The Crusaders,My Lady
26835,0.753,0.554,-13.761,0.0566,0.721,0.215,0.104,0.885,114.018,6bEJMJdG4b05O610YMMIAA,196680,Gil Scott-Heron,Your Daddy Loves You (For Gia Louise)
26836,0.48,0.751,-5.702,0.0383,0.188,1.69e-05,0.163,0.789,177.371,6iNHWlOLt4NuDi9iSvtznO,257387,Lee Fields & The Expressions,Ladies
26837,0.682,0.752,-9.521,0.0454,0.476,0.863,0.0768,0.964,81.081,1m3BAsNsQAaSNMD2M6vlKY,341733,George Benson,Breezin'
26838,0.414,0.581,-10.558,0.0404,0.0474,2.35e-06,0.486,0.861,201.178,4TrJgznJbv01CJWl2JDt0n,174573,Marvin Gaye,California Soul
26839,0.681,0.163,-22.597,0.165,0.881,7.62e-05,0.0688,0.771,69.283,5YbgcwHjQhdT1BYQ4rxWlD,292400,Bobby McFerrin,Don't Worry Be Happy
26840,0.677,0.415,-9.869,0.0304,0.541,0.0136,0.104,0.487,107.107,15pYj5ZiUJgBydzD7w6NbJ,228640,Marvin Gaye,Trouble Man
26841,0.498,0.634,-12.16,0.0475,0.328,0.748,0.0962,0.515,93.161,3IDc87lrpEHWFBASmgTgFV,193573,Marvin Gaye,Mercy Mercy Me (The Ecology)
26845,0.572,0.281,-16.547,0.0448,0.592,0.296,0.102,0.345,81.386,39eFFeKv7QaTBIukk7TYVu,244440,Quincy Jones,Summer In The City
26846,0.549,0.53,-15.127,0.0387,0.572,0.461,0.34,0.714,117.166,5uihlhYwR3rtC5ca6gbMny,583333,George Benson,The World Is a Ghetto
26847,0.698,0.669,-7.318,0.0446,0.0675,0.00852,0.0975,0.863,100.309,0Ruf8vTKjoMyIpyK5sPDIt,195947,Darondo,Luscious Lady
26848,0.525,0.615,-12.586,0.049,0.0329,0.191,0.119,0.667,79.253,1Ec5udUS3SWnQAX2TIh5LA,257627,Cloud One,Dust to Dust
26849,0.547,0.8,-7.397,0.0326,0.0765,0.0,0.0973,0.517,112.248,3E0dHzJ1WIkm58RhJAe13n,224547,Bobby Womack,Across 110th Street
26853,0.518,0.856,-8.48,0.037,0.117,0.248,0.0912,0.749,108.295,6V0xxNmBP6lurDkTigzMnp,369227,Donald Byrd,Think Twice
26854,0.49,0.827,-9.902,0.0428,0.214,0.856,0.365,0.889,117.312,6ViuN6wD0Bf1QCKpqk7bdq,462133,Donald Byrd,Lansana's Priestess
26855,0.56,0.849,-6.108,0.0422,0.175,8.27e-05,0.28,0.866,97.473,1ZgP9d8OaiBCUQKOrvbAsH,237613,The Impressions,We Must Be in Love
26856,0.67,0.356,-9.024,0.0576,0.722,0.0,0.16,0.342,132.077,59rSlM0doG9t3KmwMqD8NY,171600,The Impressions,People Get Ready
26857,0.31,0.629,-10.057,0.0484,0.212,0.00894,0.122,0.544,152.276,7wcP2Aa2SliFhwi4SyfvfV,371707,The Isley Brothers,"Summer Breeze, Pts. 1 & 2"
26858,0.552,0.636,-6.215,0.0338,0.304,2.32e-05,0.153,0.663,82.884,5RnlUyTKgmd7V6tXdQcKVK,119467,The Delfonics,Ready or Not Here I Come (Can't Hide from Love)
26862,0.779,0.776,-7.393,0.138,0.552,0.000108,0.0998,0.761,119.899,01MOVvCmPmnLbAePdB3N1t,240160,Curtis Mayfield,Superfly
26866,0.656,0.543,-9.652,0.216,0.147,4.14e-05,0.129,0.727,124.211,3dlRtKCb4xtGnhqe2nzBjX,192213,Archie Bell & The Drells,Tighten Up
26867,0.657,0.492,-11.677,0.0404,0.778,0.000223,0.113,0.966,166.646,0INkcALLD8NAM6tbn4qbMj,249227,Aaron Neville,Hercules
26871,0.598,0.495,-10.04,0.0302,0.466,0.0085,0.0832,0.372,82.388,1HWOX9Er7FnEm9yuM7bTtj,190520,Patrice Rushen,Where There Is Love - Remastered
26872,0.683,0.579,-8.923,0.0402,0.704,0.00191,0.102,0.752,145.064,5H5dwGderltbKca1OKrbKE,281983,Teddy Pendergrass,Love TKO
26873,0.742,0.883,-7.009,0.0555,0.0449,0.0163,0.349,0.828,103.55,0t87VYq4q6o70WoTTEwz0w,139093,Creative Source,I'm Gonna Get There
26874,0.638,0.585,-10.594,0.0594,0.0797,0.229,0.0293,0.809,100.428,3EA7UCERsrayjxwOurZh0H,432627,"Grover Washington, Jr.",Inner City Blues (Make Me Wanna Holler)
26875,0.445,0.353,-10.974,0.0452,0.617,0.000382,0.0658,0.822,160.683,6ra8I4ywdMjXg0vyRYwARn,159507,Otis Redding,Chained and Bound
26876,0.586,0.615,-11.343,0.0359,0.244,1.52e-05,0.081,0.575,100.05,1wUqPSPW6NOskhRHhIf9uU,289000,Eugene McDaniels,Lovin' Man
26877,0.687,0.712,-9.434,0.0315,0.269,0.0102,0.185,0.903,98.226,3pmp40HtLapVQ8L89Mz1vh,201520,Gil Scott-Heron,Home Is Where the Hatred Is
26878,0.756,0.647,-10.205,0.0329,0.478,4.22e-06,0.293,0.961,149.449,7aLn70gMnbTCVGoIro42Kd,216333,Gil Scott-Heron,Lady Day and John Coltrane
26879,0.473,0.283,-10.937,0.0338,0.627,0.000419,0.107,0.169,135.691,1erWvQ05qkF8j2vMUEAIMx,294373,Gil Scott-Heron,Pieces of a Man
26880,0.576,0.462,-10.151,0.0451,0.837,0.000344,0.123,0.87,81.36,4sb1gQICYmaLMulCaEAtUo,370413,Gil Scott-Heron & Brian Jackson,Winter In America
26881,0.56,0.767,-9.825,0.191,0.51,0.0,0.103,0.961,180.641,7ni78Vjslqo2VxiDOahYlV,187347,Gil Scott-Heron,The Revolution Will Not Be Televised
26885,0.666,0.749,-11.865,0.0434,0.00625,0.0,0.0679,0.899,93.208,3WEV1EaBpP7zOMxUsNcOD1,248827,Milton Wright,Keep It Up
26886,0.725,0.327,-17.714,0.0387,0.113,0.326,0.214,0.688,110.438,5Sz09kaSzvpTC8lgm5W8Mt,187760,Wilson Pickett,Mustang Sally
26890,0.817,0.405,-13.513,0.0811,0.451,0.0507,0.0468,0.898,121.467,7MiLmLbwNoyf47xQ4TCVYp,419640,The Temptations,Papa Was A Rollin' Stone - Single Version
26894,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,7s25THrKz86DM225dOYwnr,147600,Aretha Franklin,Respect
26898,0.535,0.69,-4.992,0.0327,0.0256,0.233,0.103,0.742,95.379,6DBdd6oYkrNFXAuZwXXBQo,201853,Smith,Baby It's You
26899,0.608,0.765,-8.564,0.0384,0.461,0.00116,0.127,0.89,109.681,5nkhzDmmQafrdWJkelI0xy,321173,James Mason,Sweet Power Your Embrace
26900,0.531,0.689,-12.167,0.0698,0.242,4.72e-06,0.244,0.632,127.774,4QBT9TVMYVlmnMrUtvJGBu,183000,"Julie Driscoll, Brian Auger & The Trinity",Flesh Failures (Let The Sunshine In)
26901,0.397,0.474,-9.327,0.0382,0.936,0.0107,0.337,0.698,90.858,124KwbU0rkFASile4bUcI5,195880,Marsha Wilson,Love Is Gonna Get You
26902,0.624,0.906,-5.714,0.054,0.296,0.0,0.114,0.79,107.019,7e1Km07oYPjIEesVHM6dob,184107,The Supremes,Bad Weather
26903,0.546,0.781,-10.495,0.05,0.398,0.000571,0.346,0.809,100.307,5JrQKxv9LZevWZ0Fi4KQUC,145307,The Impressions,We're A Winner
26904,0.511,0.636,-10.651,0.137,0.592,0.0,0.189,0.696,145.072,55972ROUVEMPwgjMKgk0z7,151427,"Oscar Brown, Jr.",Work Song
